file_id,author,title,volume,birth,death,wordcount
stuckenberg02_workid61770, Viggo Stuckenberg,Bethlehemsstjærnen,SAMLEDE VÆRKER,1863,1905,642.0
wintherchr01val_workid76928, Christian Winther,Min moder,Poetiske Skrifter 1,1796,1876,367.0
holb07val_workid118169, Ludvig Holberg,Fortaler,Værker i tolv bind,1684,1754,6071.0
aare04val_workid58713, Emil Aarestrup,Til kritikerne -,Samlede Skrifter IV,1800,1856,164.0
claussen08val_workid56366, Sophus Claussen,Hexameter-hymne til pan og giovanni,Lyrik VI,1865,1931,801.0
blich05_workid76769, Steen Steensen Blicher,Skinsyge,Udvalgte Værker,1782,1848,4057.0
hcaeventyr03val_workid79369, Hans Christian Andersen,Barnet i graven,Eventyr III,1805,1875,2140.0
rode_02_workid55042, Helge Rode,Saa skær en jomfru,DIGTE,1870,1937,313.0
grundtvig12val_workid90687, N.F.S. Grundtvig,Mindedigt om johann herrmann schrader,SAMLET UDGAVE,1783,1872,440.0
stub01val_workid62722, Ambrosius Stub,Skal dahlens lillie af foragt,Digte,1705,1758,267.0
wied02val_workid75780, Gustav Wied,Sælhunden,Romaner Noveller Skuespil 2,1858,1914,2733.0
aakjaer01val_workid81152, Jeppe Aakjær,Se dig ud,SAMLEDE VÆRKER I,1866,1930,224.0
michs_01_workid55322, Sophus Michaëlis,Lysræd,DIGTE,1865,1932,117.0
wintherchr01val_workid102823, Christian Winther,Jeg holder af dig - dig alene,Poetiske Skrifter 1,1796,1876,169.0
bording01val_workid135994, Anders Bording,Hvad er o gud din miskundhed,Digte,1619,1677,153.0
claussen09val_workid58604, Sophus Claussen,Karnevallet,Lyrik VII,1865,1931,1387.0
aakjaer01val_workid79558, Jeppe Aakjær,Gjøgen galed i danmarks lund,SAMLEDE VÆRKER I,1866,1930,164.0
aare01val_workid69325, Emil Aarestrup,Syner.,Samlede Skrifter I,1800,1856,111.0
stuckenberg02_workid91696, Viggo Stuckenberg,Over kedron jesus træder (dk),SAMLEDE VÆRKER,1863,1905,249.0
claussen04val_workid61267, Sophus Claussen,Køln,Lyrik II,1865,1931,121.0
ewald02dkval_workid65375, Johannes Ewald,En nye aandelig sang (dk),Udvalgte digte,1743,1781,1490.0
stuckenberg02_workid102567, Viggo Stuckenberg,November,SAMLEDE VÆRKER,1863,1905,158.0
richardt01_workid92815, Christian Richardt,Til dansen i drammen.,SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL,1831,1892,154.0
aakjaer01val_workid70268, Jeppe Aakjær,Jørgen ved bækken,SAMLEDE VÆRKER I,1866,1930,906.0
wesselhhl_workid81092, Johan Herman Wessel,Vor herres røst er kirkens aand,Samlede Digte,1742,1785,238.0
claussen08val_workid62769, Sophus Claussen,Den ventede morgen,Lyrik VI,1865,1931,143.0
grundtvig11val_workid73354, N.F.S. Grundtvig,Til helvede vor drot nedfoer,SAMLET UDGAVE,1783,1872,260.0
kingo09val_workid86892, Thomas Kingo,Vort maaltid vi beslutter nu (dk),Digtning i udvalg,1634,1703,266.0
aakjaer02val_workid82066, Jeppe Aakjær,Gylden sol.,SAMLEDE VÆRKER II,1866,1930,164.0
richardt03_workid87942, Christian Richardt,Vignetter,SAMLEDE DIGTE. TREDJE DEEL.,1831,1892,381.0
hostrup01_workid139237, Jens Christian Hostrup,Hjemmets sang,KOMEDIER OG DIGTE,1818,1892,101.0
hostrup01_workid140173, Jens Christian Hostrup,Vintersæden,KOMEDIER OG DIGTE,1818,1892,485.0
richardt01_workid75933, Christian Richardt,Til de faldnes efterladte.,SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL,1831,1892,621.0
brorson01_workid81636, Hans Adolph Brorson,O! verden kom at skue,Samlede skrifter,1694,1764,1063.0
blich05_workid77560, Steen Steensen Blicher,De udøbte,Udvalgte Værker,1782,1848,4510.0
claussen07val_workid64347, Sophus Claussen,Tre roser,Lyrik V,1865,1931,160.0
munp2_workid61158, Gustaf Munch-Petersen,Spring ballad,samlede skrifter II,1912,1938,232.0
oehl01val_workid67450, Adam Oehlenschläger,"Bøn til penaterne, af 'digtninger, første deel', 1811",POETISKE SKRIFTER I,1779,1850,382.0
kingo04val_workid59392, Thomas Kingo,"Fryd dig du christi brud, her",Samlede Skrifter 4,1634,1703,291.0
aakjaer02val_workid77768, Jeppe Aakjær,Paaskeøsten.,SAMLEDE VÆRKER II,1866,1930,372.0
blich07_workid85691, Steen Steensen Blicher,Medens vi endnu have - -,Udvalgte Værker,1782,1848,1167.0
jacob03val_workid58441, J.P. Jacobsen,Stemninger,Samlede Værker III,1847,1885,216.0
stuckenberg02_workid64103, Viggo Stuckenberg,Camilla,SAMLEDE VÆRKER,1863,1905,137.0
bang02val_workid90910, Herman Bang,En fortælling om dem der skal dø,Værker i Mindeudgave 2,1857,1912,2881.0
drachmann01_workid86066, Holger Drachmann,I kjøgebugt,SAMLEDE POETISKE SKRIFTER FØRSTE BIND,1846,1908,1146.0
michs_03_workid65230, Sophus Michaëlis,Epistola 247,SOLBLOMSTER,1865,1932,153.0
richardt01_workid62482, Christian Richardt,Frieri.,SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL,1831,1892,124.0
drachmann01_workid64363, Holger Drachmann,"Fred i jesu død vi skulde,",SAMLEDE POETISKE SKRIFTER FØRSTE BIND,1846,1908,348.0
brorson01_workid125121, Hans Adolph Brorson,"Bryd frem mit hiertes trang at lindre,",Samlede skrifter,1694,1764,848.0
jacob03val_workid64262, J.P. Jacobsen,Brudstykke  af  en fortælling (1),Samlede Værker III,1847,1885,436.0
kingo04val_workid112444, Thomas Kingo,Bryder frem i hule sukke,Samlede Skrifter 4,1634,1703,1686.0
kaalund01_workid75107, H. V. Kaalund,Kontrasterne.,SAMLEDE DIGTE,1818,1885,270.0
claussen03val_workid76216, Sophus Claussen,Epilog,Lyrik I,1865,1931,228.0
aare03val_workid71078, Emil Aarestrup,Distraction,Aarestrup vol 3,1800,1856,207.0
claussen07val_workid62674, Sophus Claussen,Afrodites dampe,Lyrik V,1865,1931,109.0
grundtvig11val_workid129343, N.F.S. Grundtvig,"Høitids-dagen, høiheds-gangen",SAMLET UDGAVE,1783,1872,154.0
grundtvig08val_workid60704, N.F.S. Grundtvig,Nordens aand,UDVALGTE SKRIFTER,1783,1872,2687.0
aarestrup07val_workid61511, Emil Aarestrup,"Til - -[en børneflok, en jomfruskare] (dk)",Udvalgte digte,1800,1856,202.0
kingo04val_workid69946, Thomas Kingo,Vaag op og see,Samlede Skrifter 4,1634,1703,197.0
stuckenberg02_workid69500, Viggo Stuckenberg,Stemmer,SAMLEDE VÆRKER,1863,1905,378.0
brorson01_workid90974, Hans Adolph Brorson,Triumph! triumph! vor soel er alt oprunden.,Samlede skrifter,1694,1764,826.0
richardt02_workid75306, Christian Richardt,Pigen med katten.,SAMLEDE DIGTE. ANDEN DEEL.,1831,1892,120.0
munp1_workid81552, Gustaf Munch-Petersen,Lidt efter lidt,samlede skrifter I,1912,1938,172.0
claussen07val_workid62877, Sophus Claussen,I vaaren,Lyrik V,1865,1931,243.0
ewald02dkval_workid61999, Johannes Ewald,Falder paa dig modgangs hede,Udvalgte digte,1743,1781,243.0
jacob03val_workid73290, J.P. Jacobsen,Brudstykke af en fortælling (4),Samlede Værker III,1847,1885,899.0
aare03val_workid58890, Emil Aarestrup,Vinens gud,Aarestrup vol 3,1800,1856,316.0
wintherchr01val_workid84722, Christian Winther,Det danske,Poetiske Skrifter 1,1796,1876,115.0
wintherchr01val_workid102013, Christian Winther,Jeg takker dig for hver en stund,Poetiske Skrifter 1,1796,1876,157.0
sthen01val_workid58871, Hans Christensen Sthen,Gak zions brud,Skrifter I En liden Vandrebog,1544,1610,176.0
grundtvig11val_workid104210, N.F.S. Grundtvig,Jeg veed et lille himmerig,SAMLET UDGAVE,1783,1872,602.0
baggesen02val_workid67603, Jens Baggesen,Svaret,Riimbreve og Epistler,1764,1826,328.0
aarestrup07val_workid81639, Emil Aarestrup,Min ven - christian petersen ... (dk),Udvalgte digte,1800,1856,538.0
grundtvig11val_workid66110, N.F.S. Grundtvig,Var i ikke galilæer,SAMLET UDGAVE,1783,1872,486.0
wintherchr01val_workid63160, Christian Winther,Brev fra kiel til anna mathea,Poetiske Skrifter 1,1796,1876,386.0
bording01val_workid75479, Anders Bording,Vel an høy-ædle holck/ min danske sang-gudinde,Digte,1619,1677,1728.0
richardt02_workid97135, Christian Richardt,Vindenes værk.,SAMLEDE DIGTE. ANDEN DEEL.,1831,1892,196.0
lyschander_workid90338, Claus Christoffersen Lyschander,Den calmarnske triumph,Digtning,1558,1623,6027.0
aare01val_workid76259, Emil Aarestrup,Den betænksomme,Samlede Skrifter I,1800,1856,369.0
richardt02_workid95179, Christian Richardt,Luther i worms.,SAMLEDE DIGTE. ANDEN DEEL.,1831,1892,611.0
kingo01val_workid78102, Thomas Kingo,Mindedigt over anna rasmusdatter schøllers 1669,Samlede Skrifter 1,1634,1703,852.0
brorson02val_workid134467, Hans Adolph Brorson,"Er det saaledes, eller skeer",Samlede skrifter,1694,1764,1067.0
aare04val_workid68126, Emil Aarestrup,Christiansholm med borg og skove,Samlede Skrifter IV,1800,1856,231.0
brorson02val_workid102596, Hans Adolph Brorson,Vor troe kand giennem alle baand,Samlede skrifter,1694,1764,874.0
aakjaer01val_workid94053, Jeppe Aakjær,Høstvise,SAMLEDE VÆRKER I,1866,1930,374.0
richardt01_workid87477, Christian Richardt,De nyere filosofer.,SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL,1831,1892,220.0
aakjaer01val_workid62885, Jeppe Aakjær,Student-maj,SAMLEDE VÆRKER I,1866,1930,320.0
kingo03val_workid89180, Thomas Kingo,Blusser op og værer glade [2],Samlede Skrifter 3,1634,1703,751.0
claussen06val_workid56449, Sophus Claussen,Søstad,Lyrik IV,1865,1931,496.0
grundtvig11val_workid142708, N.F.S. Grundtvig,Lyse morgen er oprunden,SAMLET UDGAVE,1783,1872,181.0
grundtvig11val_workid89236, N.F.S. Grundtvig,Venner! lad os ihukomme,SAMLET UDGAVE,1783,1872,1389.0
rode_08_workid59988, Helge Rode,Ungdomskilder,DEN STILLE HAVE,1870,1937,261.0
richardt02_workid84898, Christian Richardt,Ved promotionsfesten.,SAMLEDE DIGTE. ANDEN DEEL.,1831,1892,1496.0
larsenthfiredigt_workid61901, Thøger Larsen,Vi bygger,Fire digtsamlinger 1904-1912,1875,1928,170.0
kingo09val_workid96772, Thomas Kingo,Vil dog himlen intet tale (dk),Digtning i udvalg,1634,1703,719.0
staffeldt01val_workid96235, Schack von Staffeldt,Havet.,Samlede digte,1769,1826,791.0
bagger01val_workid77014, Carl Bagger,Sommeren,UDVALGTE SKRIFTER,1807,1846,417.0
brorson01_workid87468, Hans Adolph Brorson,Vilt du have paaske-glæde?,Samlede skrifter,1694,1764,1164.0
blich06_workid90442, Steen Steensen Blicher,Hedelærkens velkommenhjem til nattergalen,Udvalgte Værker,1782,1848,557.0
richardt02_workid95628, Christian Richardt,De tvende taarne.,SAMLEDE DIGTE. ANDEN DEEL.,1831,1892,262.0
kingo04val_workid63529, Thomas Kingo,"Guds engle-mand, johannes, est du sat",Samlede Skrifter 4,1634,1703,150.0
richardt03_workid80125, Christian Richardt,Pigen fra libanon.,SAMLEDE DIGTE. TREDJE DEEL.,1831,1892,130.0
aakjaer01val_workid81713, Jeppe Aakjær,For vi træder hverandre -,SAMLEDE VÆRKER I,1866,1930,184.0
brorson02val_workid109754, Hans Adolph Brorson,O vaager op af verdens drømme,Samlede skrifter,1694,1764,509.0
grundtvig11val_workid66542, N.F.S. Grundtvig,"Er det mueligt, er det sandt",SAMLET UDGAVE,1783,1872,295.0
plough01_workid85981, Carl Ploug,Hilsen til upsala. (juni 1856),SAMLEDE DIGTE,1813,1894,166.0
kingo03val_workid62193, Thomas Kingo,Ved bjørnsons dødsleje.,Samlede Skrifter 3,1634,1703,771.0
aakjaer02val_workid94076, Jeppe Aakjær,Rotterne. (h. heine.),SAMLEDE VÆRKER II,1866,1930,384.0
rode_13_workid59506, Helge Rode,"Valravnen, af 'digte', 1803",DEN VILDE ROSE,1870,1937,1198.0
plough01_workid57640, Carl Ploug,Slesvig [1],SAMLEDE DIGTE,1813,1894,240.0
richardt03_workid66346, Christian Richardt, til niels w. gade.,SAMLEDE DIGTE. TREDJE DEEL.,1831,1892,191.0
grundtvig11val_workid106844, N.F.S. Grundtvig,Herre gud! hvor agtes ringe,SAMLET UDGAVE,1783,1872,262.0
kingo04val_workid94403, Thomas Kingo,Mørket skiuler jorderige,Samlede Skrifter 4,1634,1703,688.0
hertz10_lev_workid57474, Henrik Hertz,Critik [hvad publikum har fundet for et hold],Blandede Digte,1798,1870,563.0
oehl01val_workid76993, Adam Oehlenschläger,Katastrophe.,POETISKE SKRIFTER I,1779,1850,1300.0
sthen01val_workid56687, Hans Christensen Sthen,En kort gratias effter maaltid,Skrifter I En liden Vandrebog,1544,1610,196.0
claussen09val_workid67908, Sophus Claussen,Markedet,Lyrik VII,1865,1931,200.0
michs_11_workid64931, Sophus Michaëlis,Himmelskibet,ROMERSK FORAAR,1865,1932,432.0
brorson03grval_workid89892, Hans Adolph Brorson,Lykønskningsdigt til niels vedel (nicolaus wedelius el. welleius),Samlede skrifter,1694,1764,637.0
richardt01_workid74812, Christian Richardt,I nød og fare.,SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL,1831,1892,416.0
aare01val_workid56710, Emil Aarestrup,Serenade.,Samlede Skrifter I,1800,1856,346.0
grundtvig11val_workid117112, N.F.S. Grundtvig,Høit udi gudernes hvælvede sal,SAMLET UDGAVE,1783,1872,206.0
rode_13_workid58601, Helge Rode,For alt det søde liv —,DEN VILDE ROSE,1870,1937,101.0
stub02val_workid67243, Ambrosius Stub,Hvad er vor glæde dog i denne skummelhytte,Digte,1705,1758,174.0
aare02val_workid67026, Emil Aarestrup,Trudsel.,Samlede Skrifter II,1800,1856,199.0
hcaeventyr03val_workid61857, Hans Christian Andersen,Noget,Eventyr III,1805,1875,3059.0
larsenthfiredigt_workid60153, Thøger Larsen,I cirkus,Fire digtsamlinger 1904-1912,1875,1928,319.0
claussen07val_workid62055, Sophus Claussen,Hellig vaar,Lyrik V,1865,1931,145.0
brorson02val_workid85504, Hans Adolph Brorson,Sørger du endnu min siel?,Samlede skrifter,1694,1764,462.0
grundtvig11val_workid161426, N.F.S. Grundtvig,"Sjunger, alle fugle, sjunger",SAMLET UDGAVE,1783,1872,277.0
brorson01_workid137562, Hans Adolph Brorson,"Vor troe er den forvisning paa,",Samlede skrifter,1694,1764,1035.0
richardt02_workid102397, Christian Richardt,Ubudne gjæster.,SAMLEDE DIGTE. ANDEN DEEL.,1831,1892,145.0
aare01val_workid59207, Emil Aarestrup,Konningen og hans brud.,Samlede Skrifter I,1800,1856,561.0
moeller02val_workid58396, Poul Martin Møller,Nogle betragtninger over populære ideers  udvikling,SKRIFTER I UDVALG,1794,1838,5180.0
blich06_workid87667, Steen Steensen Blicher,Nattergalen,Udvalgte Værker,1782,1848,173.0
hertz10_lev_workid58308, Henrik Hertz,Sangerens bekjendelser,Blandede Digte,1798,1870,1300.0
brorson01_workid89650, Hans Adolph Brorson,"O søde jesu, du",Samlede skrifter,1694,1764,433.0
grundtvig08val_workid80553, N.F.S. Grundtvig,Danmarks jubel-fest,UDVALGTE SKRIFTER,1783,1872,3129.0
stuckenberg02_workid87961, Viggo Stuckenberg,Narrevise,SAMLEDE VÆRKER,1863,1905,298.0
brorson02val_workid150592, Hans Adolph Brorson,Hvor skal jeg vel lindring finde,Samlede skrifter,1694,1764,711.0
aare01val_workid72925, Emil Aarestrup,Den bortfløine elskov.,Samlede Skrifter I,1800,1856,274.0
bording01val_workid132095, Anders Bording,O kommer alle frem,Digte,1619,1677,305.0
bang02val_workid99878, Herman Bang,Men du skal mindes mig,Værker i Mindeudgave 2,1857,1912,4068.0
kaalund01_workid55301, H. V. Kaalund,Sommerfuglene,SAMLEDE DIGTE,1818,1885,315.0
richardt03_workid67790, Christian Richardt,"Ved den nordiske industri-, landbrugs- og kunstudstillings belønningshøjtidelighed",SAMLEDE DIGTE. TREDJE DEEL.,1831,1892,406.0
wesselhhl_workid65638, Johan Herman Wessel,Den gamle skade,Samlede Digte,1742,1785,796.0
holb11val_workid59446, Ludvig Holberg,Epistola 85,"Værker i tolv bind, XI<lb xml:id=""idm140209967157744""/> EPISTLER",1684,1754,824.0
claussen03val_workid57846, Sophus Claussen,Du som en lille kattekilling er ...,Lyrik I,1865,1931,114.0
hcaeventyr05val_workid74151, Hans Christian Andersen,Fra eventyr og historier. femte bind. 1874,Eventyr V,1805,1875,3125.0
holb11val_workid67841, Ludvig Holberg,Et ulykkeligt vaadeskud,"Værker i tolv bind, XI<lb xml:id=""idm140209967157744""/> EPISTLER",1684,1754,1165.0
heibergpa01val_workid125706, Peter Andreas Heiberg,Min politiske omvendelse. hymne til 'folkevennen',Udvalgte Skrifter,1758,1841,403.0
jacob03val_workid73203, J.P. Jacobsen,Brudstykke  af  en fortælling (3),Samlede Værker III,1847,1885,303.0
baggesen02val_workid56021, Jens Baggesen,Hunden,Riimbreve og Epistler,1764,1826,719.0
wintherchr02val_workid96481, Christian Winther,Korset,Poetiske Skrifter 2,1796,1876,1627.0
hauch03val_workid86751, Carsten Hauch,En erindring,UDVALGTE SKRIFTER III,1790,1872,277.0
staffeldt01val_workid108687, Schack von Staffeldt,Ynglingen fra megæra,Samlede digte,1769,1826,1030.0
bording01val_workid99379, Anders Bording,Ach æd[l]e søster ach hvad det,Digte,1619,1677,273.0
wintherchr01val_workid65190, Christian Winther,Aftenmøde,Poetiske Skrifter 1,1796,1876,482.0
bording01val_workid134371, Anders Bording,Lof være gud som har saa vel,Digte,1619,1677,136.0
sthen01val_workid69824, Hans Christensen Sthen,"En aandelig vise, at siunge vdi nøds fare",Skrifter I En liden Vandrebog,1544,1610,302.0
wintherchr01val_workid87298, Christian Winther,Jeg kjørte i dunkle skove,Poetiske Skrifter 1,1796,1876,417.0
kingo04val_workid87526, Thomas Kingo,Vor christendom en bane er,Samlede Skrifter 4,1634,1703,174.0
richardt03_workid68296, Christian Richardt,Frejas hal.,SAMLEDE DIGTE. TREDJE DEEL.,1831,1892,268.0
claussen11val_workid69044, Sophus Claussen,Tilegnelse [2],Lyrik IX:1,1865,1931,185.0
aarestrup07val_workid81719, Emil Aarestrup,Kjøbenhavnske minder (dk),Udvalgte digte,1800,1856,434.0
rode_13_workid57804, Helge Rode,De døde,DEN VILDE ROSE,1870,1937,201.0
wintherchr03val_workid91632, Christian Winther,Ristestenen,Poetiske Skrifter 3,1796,1876,8230.0
aarestrup07val_workid83423, Emil Aarestrup,Du var henrivende paa børneballet ... (dk),Udvalgte digte,1800,1856,136.0
grundtvig11val_workid126632, N.F.S. Grundtvig,"Helten, som os hjalp af nød",SAMLET UDGAVE,1783,1872,218.0
kingo01val_workid74984, Thomas Kingo,Candida,Samlede Skrifter 1,1634,1703,712.0
blich06_workid86452, Steen Steensen Blicher,Svalen,Udvalgte Værker,1782,1848,241.0
aakjaer01val_workid62258, Jeppe Aakjær,Svendemands venner. børnerim,SAMLEDE VÆRKER I,1866,1930,376.0
wintherchr01val_workid86402, Christian Winther,Udvalgt fra efterladte manuskrifter,Poetiske Skrifter 1,1796,1876,194.0
rode_13_workid61642, Helge Rode,Italien,DEN VILDE ROSE,1870,1937,166.0
staffeldt01val_workid73422, Schack von Staffeldt,Den forførte,Samlede digte,1769,1826,531.0
rode_01_workid62239, Helge Rode,Jeg vandrer omkring,HVIDE BLOMSTER,1870,1937,153.0
munp1_workid57881, Gustaf Munch-Petersen,Søvnen,samlede skrifter I,1912,1938,105.0
rode_01_workid60976, Helge Rode,Middelalder,HVIDE BLOMSTER,1870,1937,965.0
aakjaer02val_workid98359, Jeppe Aakjær,De fangne. (joh. l. runeberg.),SAMLEDE VÆRKER II,1866,1930,208.0
kingo02val_workid57931, Thomas Kingo,Overskrifter til kronborgs første og anden port [1690],Samlede Skrifter 2,1634,1703,303.0
ewald02dkval_workid72963, Johannes Ewald,Cantata for raadhuus-strædets concert (dk),Udvalgte digte,1743,1781,258.0
holberg12_workid80481, Ludvig Holberg,Brev til skuespillerne,VÆRKER i tolv Bind,1684,1754,1243.0
richardt03_workid65392, Christian Richardt,Paaske.,SAMLEDE DIGTE. TREDJE DEEL.,1831,1892,221.0
aakjaer01val_workid75985, Jeppe Aakjær,Pressen,SAMLEDE VÆRKER I,1866,1930,288.0
brorson01_workid130022, Hans Adolph Brorson,"I dag er naadens tiid,",Samlede skrifter,1694,1764,988.0
kaalund01_workid72964, H. V. Kaalund,Den brudte straale.,SAMLEDE DIGTE,1818,1885,132.0
aakjaer02val_workid74363, Jeppe Aakjær,Landarbejder-sang.,SAMLEDE VÆRKER II,1866,1930,356.0
rode_08_workid58685, Helge Rode,Elna,DEN STILLE HAVE,1870,1937,119.0
kingo04val_workid118085, Thomas Kingo,Som dend gyldne sool frembryder,Samlede Skrifter 4,1634,1703,554.0
oehl01val_workid63641, Adam Oehlenschläger,Finished,POETISKE SKRIFTER I,1779,1850,339.0
aakjaer02val_workid99407, Jeppe Aakjær,Kjæreste-handel. (f. a. dahlgren.),SAMLEDE VÆRKER II,1866,1930,272.0
worm01val_workid110695, Jacob Worms,Delicate dammers naturlige contrafei,SKRIFTER,1642,1693,477.0
aare04val_workid67399, Emil Aarestrup,Som i en hellig dødskamp,Samlede Skrifter IV,1800,1856,102.0
claussen07val_workid57855, Sophus Claussen,Cæsarer,Lyrik V,1865,1931,554.0
plough01_workid71058, Carl Ploug,De nordiske naturforskere. (1847.),SAMLEDE DIGTE,1813,1894,591.0
claussen11val_workid62875, Sophus Claussen,Perspektiver,Lyrik IX:1,1865,1931,136.0
hertz09_lev_workid63183, Henrik Hertz,Philologen til sin elskede,Digte fra forskjellige Perioder,1798,1870,1221.0
wintherchr01val_workid71093, Christian Winther,Ravnens qvide,Poetiske Skrifter 1,1796,1876,805.0
wesselhhl_workid86147, Johan Herman Wessel,Notturno,Samlede Digte,1742,1785,215.0
aare01val_workid71310, Emil Aarestrup,Hvidtfeldt.,Samlede Skrifter I,1800,1856,423.0
aarestrup07val_workid73329, Emil Aarestrup,Ved viol-urnen - (dk),Udvalgte digte,1800,1856,106.0
munp2_workid63450, Gustaf Munch-Petersen,Hidden striving,samlede skrifter II,1912,1938,117.0
bording01val_workid67936, Anders Bording,End dog/ her broberg/ jeg kand ey,Digte,1619,1677,705.0
aare01val_workid61663, Emil Aarestrup,Fostbrødrene.,Samlede Skrifter I,1800,1856,1142.0
stuckenberg02_workid97006, Viggo Stuckenberg,Af et æventyrdigt,SAMLEDE VÆRKER,1863,1905,1000.0
holb11val_workid63408, Ludvig Holberg,Epistola 188,"Værker i tolv bind, XI<lb xml:id=""idm140209967157744""/> EPISTLER",1684,1754,1887.0
aarestrup07val_workid62186, Emil Aarestrup,Til elskov (dk),Udvalgte digte,1800,1856,155.0
claussen04val_workid61188, Sophus Claussen,Tysk kystby,Lyrik II,1865,1931,112.0
aakjaer02val_workid83196, Jeppe Aakjær,Spurvene ved helliggejst.,SAMLEDE VÆRKER II,1866,1930,405.0
aakjaer01val_workid89102, Jeppe Aakjær,Gammel kjærlighid,SAMLEDE VÆRKER I,1866,1930,496.0
aare03val_workid72372, Emil Aarestrup,Tilstaaelse,Aarestrup vol 3,1800,1856,152.0
kaalund01_workid75832, H. V. Kaalund,De grønne blade.,SAMLEDE DIGTE,1818,1885,258.0
hertz10_lev_workid56100, Henrik Hertz,Eensomt liv,Blandede Digte,1798,1870,392.0
grundtvig04val_workid76583, N.F.S. Grundtvig,Forord til norges konge-krønike,UDVALGTE SKRIFTER,1783,1872,536.0
aakjaer01val_workid103472, Jeppe Aakjær,Lokesæd,SAMLEDE VÆRKER I,1866,1930,343.0
claussen04val_workid55921, Sophus Claussen,Mos,Lyrik II,1865,1931,127.0
blich07_workid88965, Steen Steensen Blicher,Conservativ,Udvalgte Værker,1782,1848,496.0
claussen08val_workid58514, Sophus Claussen,I begyndelsen var,Lyrik VI,1865,1931,128.0
jacob04val_workid68161, J.P. Jacobsen,"Immanuel! vi synge dig,",Samlede Værker IV,1847,1885,171.0
aakjaer02val_workid80983, Jeppe Aakjær,Povl med den tunge skovl.,SAMLEDE VÆRKER II,1866,1930,1651.0
stub01val_workid63834, Ambrosius Stub,Ægteskabs seddel for anton ulrich hansen og hans kiæreste anna jens-datter,Digte,1705,1758,469.0
plough01_workid90948, Carl Ploug,Balviser,SAMLEDE DIGTE,1813,1894,593.0
brorson01_workid101742, Hans Adolph Brorson,"Helligste jesu, reenheds kilde,",Samlede skrifter,1694,1764,1201.0
brorson02val_workid63393, Hans Adolph Brorson,O hvad er det en herre-stand,Samlede skrifter,1694,1764,1235.0
aarestrup07val_workid62061, Emil Aarestrup,Var det synd? (dk),Udvalgte digte,1800,1856,165.0
boedtcher01_workid80790, Ludvig Bødtcher,Sølvbryllupssang (15de marts 1839),SAMLEDE DIGTE,1793,1874,204.0
holb11val_workid68362, Ludvig Holberg,Epistola 458,"Værker i tolv bind, XI<lb xml:id=""idm140209967157744""/> EPISTLER",1684,1754,407.0
richardt03_workid83800, Christian Richardt,Vinde garn!,SAMLEDE DIGTE. TREDJE DEEL.,1831,1892,119.0
baggesen02val_workid66681, Jens Baggesen,Strømpebaandet,Riimbreve og Epistler,1764,1826,498.0
bording01val_workid117052, Anders Bording,Min ædle phyllis om du er,Digte,1619,1677,339.0
claussen06val_workid55562, Sophus Claussen,Tilegnelse [1],Lyrik IV,1865,1931,198.0
munp2_workid57341, Gustaf Munch-Petersen,In the glade,samlede skrifter II,1912,1938,274.0
richardt02_workid86064, Christian Richardt,Ved studenter-sangforeningens fest.,SAMLEDE DIGTE. ANDEN DEEL.,1831,1892,601.0
grundtvig12val_workid95868, N.F.S. Grundtvig,O hør det thomas og troe det dog,SAMLET UDGAVE,1783,1872,429.0
michs_03_workid60322, Sophus Michaëlis,Georg brandes,SOLBLOMSTER,1865,1932,224.0
aakjaer02val_workid67457, Jeppe Aakjær,Høstmarch.,SAMLEDE VÆRKER II,1866,1930,108.0
wintherchr01val_workid82331, Christian Winther,Gjengangeren,Poetiske Skrifter 1,1796,1876,138.0
bording01val_workid116776, Anders Bording,Min ædle perle sylvia,Digte,1619,1677,240.0
michs_05_workid57602, Sophus Michaëlis,Kejserens grav,LIVETS FEST,1865,1932,237.0
richardt03_workid66474, Christian Richardt,Ved afsløringen af p. heise's buste.,SAMLEDE DIGTE. TREDJE DEEL.,1831,1892,172.0
skjold_03_workid54677, Johan Skjoldborg,Kabbelejen,DYNÆS DIGTE,1861,1936,242.0
richardt01_workid73431, Christian Richardt,Et aar.,SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL,1831,1892,3859.0
nansen03ny_workid67415, Peter Nansen,I de lyse nætter,SAMLEDE SKRIFTER III,1861,1918,1393.0
plough01_workid79366, Carl Ploug,Frederikke mariboe,SAMLEDE DIGTE,1813,1894,248.0
aare03val_workid58699, Emil Aarestrup,Torsten og trine,Aarestrup vol 3,1800,1856,368.0
blich06_workid81488, Steen Steensen Blicher,Skjaldens embede,Udvalgte Værker,1782,1848,733.0
blich06_workid87513, Steen Steensen Blicher,Lyngspurven,Udvalgte Værker,1782,1848,225.0
munp2_workid56609, Gustaf Munch-Petersen,Rejected,samlede skrifter II,1912,1938,178.0
richardt02_workid97028, Christian Richardt,Kom regn af det høye! lad jorden oplives,SAMLEDE DIGTE. ANDEN DEEL.,1831,1892,130.0
kingo04val_workid69426, Thomas Kingo,Ald dend gandske christenhed,Samlede Skrifter 4,1634,1703,321.0
