file_id	author	title	volume	birth	death
grundtvig11val_workid76745	 N.F.S. Grundtvig	Som hønen klukker mindelig	SAMLET UDGAVE	1783	1872
aakjaer02val_workid99591	 Jeppe Aakjær	Stines parasol. (f. a. dahlgren.)	SAMLEDE VÆRKER II	1866	1930
blich07_workid92383	 Steen Steensen Blicher	Til de unge skandinaver	Udvalgte Værker	1782	1848
stuckenberg02_workid95651	 Viggo Stuckenberg	Clara	SAMLEDE VÆRKER	1863	1905
bording01val_workid86551	 Anders Bording	Saa kand en hastig storm den allerstørste ceder	Digte	1619	1677
aare02val_workid65251	 Emil Aarestrup	Til .....[hvor gjerne jeg endogsaa vil]	Samlede Skrifter II	1800	1856
boedtcher01_workid84047	 Ludvig Bødtcher	Til frederikke leth (1868)	SAMLEDE DIGTE	1793	1874
richardt01_workid76269	 Christian Richardt	Ved løvfald.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
kingo04val_workid88075	 Thomas Kingo	Et menniske jeg kiender grandt	Samlede Skrifter 4	1634	1703
brorson02val_workid132436	 Hans Adolph Brorson	Paa syndsens torv for langen tiid	Samlede skrifter	1694	1764
bording01val_workid127790	 Anders Bording	Den ædle glædens skat	Digte	1619	1677
oehl03val_workid70564	 Adam Oehlenschläger	Baldur hin gode	POETISKE SKRIFTER III	1779	1850
ewald04val_workid77802	 Johannes Ewald	Taarer ved herr frederik von arnsbachs grav (1772)	Samlede skrifter	1743	1781
staffeldt01val_workid94314	 Schack von Staffeldt	Jertegnet	Samlede digte	1769	1826
hcaeventyr04val_workid96201	 Hans Christian Andersen	Sommergjækken	Eventyr IV	1805	1875
kaalund01_workid81441	 H. V. Kaalund	Ensomt liv.	SAMLEDE DIGTE	1818	1885
munp2_workid69026	 Gustaf Munch-Petersen	Sang	samlede skrifter II	1912	1938
aarestrup07val_workid73409	 Emil Aarestrup	Øhlenschlägers collegium (dk)	Udvalgte digte	1800	1856
munp2_workid69940	 Gustaf Munch-Petersen	Regnvejr i spanien	samlede skrifter II	1912	1938
munp2_workid66764	 Gustaf Munch-Petersen	Nätter	samlede skrifter II	1912	1938
grundtvig09val_workid65437	 N.F.S. Grundtvig	Kirke-sag og kirke-tidende	UDVALGTE SKRIFTER	1783	1872
aare01val_workid73333	 Emil Aarestrup	Til gud.	Samlede Skrifter I	1800	1856
staffeldt01val_workid95715	 Schack von Staffeldt	Den grædske blomsterpige	Samlede digte	1769	1826
aare03val_workid55456	 Emil Aarestrup	Til vinterveiret [skarpe slud! hvis kast og blæsen]	Aarestrup vol 3	1800	1856
claussen09val_workid76534	 Sophus Claussen	De farlige nye tider	Lyrik VII	1865	1931
grundtvig11val_workid154440	 N.F.S. Grundtvig	Gud-helligaand! o kom	SAMLET UDGAVE	1783	1872
grundtvig03val_workid143873	 N.F.S. Grundtvig	Af verdens-krøniken 1817	UDVALGTE SKRIFTER	1783	1872
plough01_workid58424	 Carl Ploug	Studenterviser [1]	SAMLEDE DIGTE	1813	1894
bang06val_workid57452	 Herman Bang	Var der en gud -	Værker i Mindeudgave 6	1857	1912
bording01val_workid71548	 Anders Bording	Straf (dk)	Digte	1619	1677
ewald02dkval_workid71297	 Johannes Ewald	Fragment (5) (dk)	Udvalgte digte	1743	1781
staffeldt01val_workid85753	 Schack von Staffeldt	Vii. fredensriget	Samlede digte	1769	1826
ingemann01_workid62744	 B.S. Ingemann	De fortryllede fingre	Fjorten Eventyr og Fortællinger	1789	1862
brandesed_14_workid54088	 Edvard Brandes	En politiker	UNDER LOVEN	1847	1931
grundtvig03val_workid94889	 N.F.S. Grundtvig	Danne-virke i	UDVALGTE SKRIFTER	1783	1872
claussen07val_workid66131	 Sophus Claussen	Maanens tungsind (efter charles baudelaire)	Lyrik V	1865	1931
baggesen01val_workid56089	 Jens Baggesen	Drømmene	Eventyr og Fortællinger	1764	1826
staffeldt01val_workid92043	 Schack von Staffeldt	Historier. anden samling. 1853.	Samlede digte	1769	1826
hcaeventyr05val_workid75316	 Hans Christian Andersen	Nye eventyr og historier. tredie række. første samling. 1872	Eventyr V	1805	1875
hertz09_lev_workid59576	 Henrik Hertz	Frugthandleren	Digte fra forskjellige Perioder	1798	1870
kaalund01_workid82642	 H. V. Kaalund	Kaalormen.	SAMLEDE DIGTE	1818	1885
bording01val_workid102100	 Anders Bording	Som guld er puurt och løfven sterk	Digte	1619	1677
grundtvig12val_workid88814	 N.F.S. Grundtvig	Ved jordans færgestæder	SAMLET UDGAVE	1783	1872
wintherchr01val_workid95222	 Christian Winther	O herre! hør min jammers bøn	Poetiske Skrifter 1	1796	1876
stuckenberg02_workid58892	 Viggo Stuckenberg	Stormflod	SAMLEDE VÆRKER	1863	1905
michs_01_workid57223	 Sophus Michaëlis	September	DIGTE	1865	1932
hcaeventyr04val_workid68438	 Hans Christian Andersen	De vises steen	Eventyr IV	1805	1875
aakjaer02val_workid86747	 Jeppe Aakjær	Tibbi dunbar.	SAMLEDE VÆRKER II	1866	1930
munp1_workid64456	 Gustaf Munch-Petersen	Køjen	samlede skrifter I	1912	1938
rode_02_workid56127	 Helge Rode	Oh, søvn	DIGTE	1870	1937
wied02val_workid63716	 Gustav Wied	Conversation.	Romaner Noveller Skuespil 2	1858	1914
wintherchr01val_workid95657	 Christian Winther	Sov sødeligt i dødens skrin	Poetiske Skrifter 1	1796	1876
grundtvig11val_workid125554	 N.F.S. Grundtvig	Kom, lad os tømme et bæger paany	SAMLET UDGAVE	1783	1872
stuckenberg02_workid64749	 Viggo Stuckenberg	Skærsommer	SAMLEDE VÆRKER	1863	1905
wied12val_workid96220	 Gustav Wied	Digt og virkelighed	ROMANER NOVELLER SKUESPIL	1858	1914
kaalund01_workid61686	 H. V. Kaalund	Efteraarsnaturen.	SAMLEDE DIGTE	1818	1885
rode_04_workid61366	 Helge Rode	Ved stranden	ARIEL. EN DIGTSAMLING	1870	1937
ewald02dkval_workid58083	 Johannes Ewald	Passions oratorium, opført af det saa kaldede raadhuusstrædets musikalske selskab (dk)	Udvalgte digte	1743	1781
lyschander_workid108473	 Claus Christoffersen Lyschander	Danske kongers slectebog (digte indlagt i)	Digtning	1558	1623
hauch03val_workid82432	 Carsten Hauch	Sveitseren	UDVALGTE SKRIFTER III	1790	1872
stub01val_workid59099	 Ambrosius Stub	Brude-vers til msr. johan klugh, og jfr. johanne ehrenreich, den 1 ste maj 1733	Digte	1705	1758
munp2_workid67245	 Gustaf Munch-Petersen	Den yndigste rose er funden	samlede skrifter II	1912	1938
holb11val_workid57522	 Ludvig Holberg	Du blege kvinde -	"Værker i tolv bind, XI<lb xml:id=""idm140209967157744""/> EPISTLER"	1684	1754
wesselhhl_workid84909	 Johan Herman Wessel	Paa sammes fødselsdag	Samlede Digte	1742	1785
jacob04val_workid64426	 J.P. Jacobsen	Der aabnes en dør.	Samlede Værker IV	1847	1885
kingo03val_workid66884	 Thomas Kingo	O herre, hold din´ øren aaben	Samlede Skrifter 3	1634	1703
schackval_workid54353	 Hans Egede Schack	Phantasterne	Phantasterne	1820	1859
aare01val_workid63484	 Emil Aarestrup	Aftensang [taus er den stille bye]	Samlede Skrifter I	1800	1856
wintherchr01val_workid92081	 Christian Winther	Her midt blandt dine huus-spioner	Poetiske Skrifter 1	1796	1876
rode_04_workid57719	 Helge Rode	Messina	ARIEL. EN DIGTSAMLING	1870	1937
holberg09_nodecls_139856963448144	 Ludvig Holberg		VÆRKER i tolv Bind	1684	1754
grundtvig11val_workid151427	 N.F.S. Grundtvig	I dine helgenes straalende kiæde	SAMLET UDGAVE	1783	1872
stuckenberg02_workid59252	 Viggo Stuckenberg	Ulykken rammer alle (dk)	SAMLEDE VÆRKER	1863	1905
hostrup01_workid138486	 Jens Christian Hostrup	Høje nord	KOMEDIER OG DIGTE	1818	1892
wintherchr03val_workid67628	 Christian Winther	Brudeslot	Poetiske Skrifter 3	1796	1876
wintherchr03val_workid67631	 Christian Winther	Betlersken med sit barn.	Poetiske Skrifter 3	1796	1876
holb06val_workid61608	 Ludvig Holberg	Det lykkelige skibbrud	Værker i tolv bind	1684	1754
holb11val_workid66337	 Ludvig Holberg	Epistola 319	"Værker i tolv bind, XI<lb xml:id=""idm140209967157744""/> EPISTLER"	1684	1754
claussen04val_workid63627	 Sophus Claussen	Valfart	Lyrik II	1865	1931
aare01val_workid70290	 Emil Aarestrup	Mine haab.	Samlede Skrifter I	1800	1856
blich07_workid90412	 Steen Steensen Blicher	Danskhed	Udvalgte Værker	1782	1848
holberg14val_workid90815	 Ludvig Holberg	Don ranudo (dk)	Seks komedier	1684	1754
claussen11val_workid60674	 Sophus Claussen	Det er smukt, en rødgylden alle	Lyrik IX:1	1865	1931
stuckenberg02_workid93688	 Viggo Stuckenberg	Frederiksberg	SAMLEDE VÆRKER	1863	1905
richardt03_workid70097	 Christian Richardt	B. s. ingemann.	SAMLEDE DIGTE. TREDJE DEEL.	1831	1892
claussen04val_workid57072	 Sophus Claussen	Tagdryp	Lyrik II	1865	1931
richardt02_workid88964	 Christian Richardt	Bøn og arbejd!	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
plough01_workid75707	 Carl Ploug	Til h. c. ørsted. (fra studenterne.)	SAMLEDE DIGTE	1813	1894
hcaeventyr04val_workid74082	 Hans Christian Andersen	Iisjomfruen	Eventyr IV	1805	1875
kingo03val_workid72815	 Thomas Kingo	Sorrig og elendighed, suk og salte	Samlede Skrifter 3	1634	1703
aare04val_workid59608	 Emil Aarestrup	Paa en dag, der er bestemt til lykønskninger og foræringer	Samlede Skrifter IV	1800	1856
richardt03_workid87456	 Christian Richardt	Tak for skjærmen!	SAMLEDE DIGTE. TREDJE DEEL.	1831	1892
aakjaer02val_workid58082	 Jeppe Aakjær	Viggo hørup.	SAMLEDE VÆRKER II	1866	1930
drachmann01_workid65257	 Holger Drachmann	Sang	SAMLEDE POETISKE SKRIFTER FØRSTE BIND	1846	1908
kingo04val_workid107952	 Thomas Kingo	Hvo maa ey døe og daane hen?	Samlede Skrifter 4	1634	1703
boedtcher01_workid86883	 Ludvig Bødtcher	Foraarshilsen	SAMLEDE DIGTE	1793	1874
munp1_workid58478	 Gustaf Munch-Petersen	Paa strandvejen	samlede skrifter I	1912	1938
aakjaer02val_workid56983	 Jeppe Aakjær	Jens ved æ bæk.	SAMLEDE VÆRKER II	1866	1930
staffeldt01val_workid64364	 Schack von Staffeldt	Tilbagevendelsen	Samlede digte	1769	1826
bording01val_workid114944	 Anders Bording	Kom ô skiønnist hyrdemøe	Digte	1619	1677
blich05_workid66367	 Steen Steensen Blicher	Høstferierne	Udvalgte Værker	1782	1848
kingo01val_workid90990	 Thomas Kingo	Æresvers under elisabeth høgs portræt 1672	Samlede Skrifter 1	1634	1703
grundtvig11val_workid121813	 N.F.S. Grundtvig	Al den ganske christenhed	SAMLET UDGAVE	1783	1872
aarestrup05_workid56732	 Emil Aarestrup	Kjære christian	Samlede Skrifter, V	1800	1856
richardt03_workid62340	 Christian Richardt	Paa kong christian ix's 70 aars fødselsdag.	SAMLEDE DIGTE. TREDJE DEEL.	1831	1892
bording01val_workid101745	 Anders Bording	Jo reenere korn, io striidere halm	Digte	1619	1677
jacobjp08val_workid64643	 J.P. Jacobsen	Epistola 210	Lyrik og prosa	1847	1885
aare01val_workid58818	 Emil Aarestrup	Den naive.	Samlede Skrifter I	1800	1856
kingo04val_workid86073	 Thomas Kingo	Om gud ey hafde været her	Samlede Skrifter 4	1634	1703
aakjaer01val_workid99906	 Jeppe Aakjær	Jeg gik mig ud	SAMLEDE VÆRKER I	1866	1930
claussen05val_workid68740	 Sophus Claussen	Aftenandagt	Lyrik III	1865	1931
kingo02val_workid79443	 Thomas Kingo	Velkoms tanker over griflfenfeld's hiemkomst af leding 1676	Samlede Skrifter 2	1634	1703
claussen11val_workid70147	 Sophus Claussen	Bryllupper og fester (nopces & festins)	Lyrik IX:1	1865	1931
grundtvig11val_workid63709	 N.F.S. Grundtvig	For al den deel, som gud har gjort	SAMLET UDGAVE	1783	1872
aare02val_workid59300	 Emil Aarestrup	Min kjære apotheker trier	Samlede Skrifter II	1800	1856
richardt02_workid72790	 Christian Richardt	Stævns.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
schandorph02val_workid54278	 Sophus Schandorph	En enkestand	FORTÆLLINGER ANDET BIND	1836	1901
grundtvig12val_workid68378	 N.F.S. Grundtvig	Pharao sidder i høielofts-sal	SAMLET UDGAVE	1783	1872
bording01val_workid124820	 Anders Bording	See den skidne bonde-giek	Digte	1619	1677
brandes04_workid54271	 Edvard Brandes	Hovedstrømninger. indledning	SAMLEDE SKRIFTER, FJERDE BIND	1847	1931
richardt01_workid94358	 Christian Richardt	Ole strøm.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
grundtvig11val_workid131507	 N.F.S. Grundtvig	Ruller, engle, stenen bort	SAMLET UDGAVE	1783	1872
aarestrup07val_workid66851	 Emil Aarestrup	Dyrehaugen (dk)	Udvalgte digte	1800	1856
michs_03_workid66711	 Sophus Michaëlis	Nonne	SOLBLOMSTER	1865	1932
rode_13_workid54889	 Helge Rode	Livets skrift	DEN VILDE ROSE	1870	1937
kingo01val_workid79754	 Thomas Kingo	Mindedigt over peter reezt 1674	Samlede Skrifter 1	1634	1703
staffeldt01val_workid117825	 Schack von Staffeldt	Til naturkraften	Samlede digte	1769	1826
hcaeventyr05val_workid92026	 Hans Christian Andersen	Det sjunkne kloster. efter gottschalcks tydske folkesagn	Eventyr V	1805	1875
richardt01_workid94229	 Christian Richardt	Emilie monrad.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
jacobjp08val_workid62853	 J.P. Jacobsen	Den anden svarer	Lyrik og prosa	1847	1885
bording01val_workid92055	 Anders Bording	En trofast ven/ som teer sig huld	Digte	1619	1677
drachmann01_workid79481	 Holger Drachmann	Dæmpede melodier (efteraar 1875)	SAMLEDE POETISKE SKRIFTER FØRSTE BIND	1846	1908
sthen01val_workid71230	 Hans Christensen Sthen	En anden tacksigelse [2]	Skrifter I En liden Vandrebog	1544	1610
michs_01_workid58779	 Sophus Michaëlis	Afsked	DIGTE	1865	1932
kaalund01_workid76995	 H. V. Kaalund	Aftenstunden.	SAMLEDE DIGTE	1818	1885
bagger01val_workid74066	 Carl Bagger	Den engelske kapitain	UDVALGTE SKRIFTER	1807	1846
aarestrup07val_workid61745	 Emil Aarestrup	Til vinterveiret (dk)	Udvalgte digte	1800	1856
kingo03val_workid57692	 Thomas Kingo	Siæl og hierte, sind og sandser [1]	Samlede Skrifter 3	1634	1703
kaalund01_workid84697	 H. V. Kaalund	Kirken og skolen	SAMLEDE DIGTE	1818	1885
bang06val_workid67869	 Herman Bang	Ferie	Værker i Mindeudgave 6	1857	1912
hjort_06_workid54087	 Knud Hjortø	Kraft	HANS RÅSKOV	1869	1931
munp2_workid58309	 Gustaf Munch-Petersen	The song of the lonesome warrior	samlede skrifter II	1912	1938
grundtvig11val_workid115790	 N.F.S. Grundtvig	Den yndigste rose er fundet	SAMLET UDGAVE	1783	1872
aare03val_workid70048	 Emil Aarestrup	En middag	Aarestrup vol 3	1800	1856
jacob03val_workid64079	 J.P. Jacobsen	Wiebe   peters kontouren til en romanfigur	Samlede Værker III	1847	1885
grundtvig11val_workid137281	 N.F.S. Grundtvig	Ømme taarer, hjerte-toner	SAMLET UDGAVE	1783	1872
michs_01_workid58147	 Sophus Michaëlis	Spil for mig	DIGTE	1865	1932
munp2_workid64417	 Gustaf Munch-Petersen	Höst	samlede skrifter II	1912	1938
stuckenberg02_workid66049	 Viggo Stuckenberg	Pigens morgen	SAMLEDE VÆRKER	1863	1905
staffeldt01val_workid90595	 Schack von Staffeldt	Stoicisme	Samlede digte	1769	1826
brorson02val_workid55759	 Hans Adolph Brorson	Jeg er den eene alvise stærke gud	Samlede skrifter	1694	1764
brorson01_workid84345	 Hans Adolph Brorson	Ney, det er ey	Samlede skrifter	1694	1764
plough01_workid89179	 Carl Ploug	Til de danske soldater	SAMLEDE DIGTE	1813	1894
michs_11_workid58207	 Sophus Michaëlis	Det spanske sjal	ROMERSK FORAAR	1865	1932
aakjaer02val_workid59918	 Jeppe Aakjær	Ringen.	SAMLEDE VÆRKER II	1866	1930
kingo04val_workid95789	 Thomas Kingo	Her kommer, jesu, see dig om	Samlede Skrifter 4	1634	1703
jacobjp08val_workid69766	 J.P. Jacobsen	Hendes lokker.	Lyrik og prosa	1847	1885
munp1_workid71851	 Gustaf Munch-Petersen	En hvid kvinde	samlede skrifter I	1912	1938
aare03val_workid72104	 Emil Aarestrup	Reflexion	Aarestrup vol 3	1800	1856
michs_03_workid64792	 Sophus Michaëlis	Morgen	SOLBLOMSTER	1865	1932
hertz09_lev_workid60582	 Henrik Hertz	Boyes digte.	Digte fra forskjellige Perioder	1798	1870
nansen03ny_workid60257	 Peter Nansen	Korte veje	SAMLEDE SKRIFTER III	1861	1918
boedtcher01_workid69657	 Ludvig Bødtcher	Per søwren	SAMLEDE DIGTE	1793	1874
hertz10_lev_workid71711	 Henrik Hertz	Til en svensk dame	Blandede Digte	1798	1870
heibergpa01val_workid127016	 Peter Andreas Heiberg	Barnedaabs-vise. (1795.)	Udvalgte Skrifter	1758	1841
larsenthfiredigt_workid65478	 Thøger Larsen	Danmark	Fire digtsamlinger 1904-1912	1875	1928
aare04val_workid54780	 Emil Aarestrup	Fremtiden	Samlede Skrifter IV	1800	1856
aarestrup07val_workid69047	 Emil Aarestrup	Distraction (dk)	Udvalgte digte	1800	1856
bang01val_workid69033	 Herman Bang	De fattiges jul.	Værker i Mindeudgave 1	1857	1912
kingo04val_workid68321	 Thomas Kingo	Høgen	Samlede Skrifter 4	1634	1703
kaalund01_workid96126	 H. V. Kaalund	Af hvedebrød og sukker -	SAMLEDE DIGTE	1818	1885
kingo01val_workid100021	 Thomas Kingo	Paa uldrich frderich gyldenlews sundhed 1686	Samlede Skrifter 1	1634	1703
larsenthfiredigt_workid58040	 Thøger Larsen	 pan	Fire digtsamlinger 1904-1912	1875	1928
wintherchr01val_workid85430	 Christian Winther	Udvalgt fra en samling vers 1872	Poetiske Skrifter 1	1796	1876
staffeldt01val_workid64169	 Schack von Staffeldt	Til lykken	Samlede digte	1769	1826
grundtvig08val_workid131307	 N.F.S. Grundtvig	Skjalde-blik paa danmarks stjerne	UDVALGTE SKRIFTER	1783	1872
jacob04val_workid67541	 J.P. Jacobsen	Holberg.	Samlede Værker IV	1847	1885
hcaeventyr02val_workid70375	 Hans Christian Andersen	Til amanda.	Eventyr II	1805	1875
claussen07val_workid65807	 Sophus Claussen	Under grønne trær	Lyrik V	1865	1931
claussen08val_workid60898	 Sophus Claussen	J. f. willumsen	Lyrik VI	1865	1931
kingo04val_workid60095	 Thomas Kingo	Op, dovne hierter, op og seer	Samlede Skrifter 4	1634	1703
claussen11val_workid77593	 Sophus Claussen	Med bram drog troens riddere til fest.	Lyrik IX:1	1865	1931
richardt02_workid99610	 Christian Richardt	Tro og gjerning.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
claussen11val_workid69768	 Sophus Claussen	Romansk verden	Lyrik IX:1	1865	1931
kaalund01_workid96594	 H. V. Kaalund	Bekjendelse.	SAMLEDE DIGTE	1818	1885
claussen04val_workid64490	 Sophus Claussen	Lovsprog om unyttig kiv	Lyrik II	1865	1931
richardt01_workid89306	 Christian Richardt	Ved indvielsen af en folkehøjskole.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
aakjaer01val_workid65146	 Jeppe Aakjær	Milde øjne	SAMLEDE VÆRKER I	1866	1930
ewald02dkval_workid73116	 Johannes Ewald	Til jomfrue anna hedevig jacobsen (dk)	Udvalgte digte	1743	1781
richardt02_workid56486	 Christian Richardt	Romance [i]	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
munp1_workid73482	 Gustaf Munch-Petersen	Til poul	samlede skrifter I	1912	1938
boedtcher01_workid62406	 Ludvig Bødtcher	Katten, eller kiærligheds triumf	SAMLEDE DIGTE	1793	1874
plough01_workid86124	 Carl Ploug	De nordiske studentersangere. (november 1856)	SAMLEDE DIGTE	1813	1894
bang06val_workid65250	 Herman Bang	Hvordan jeg blev forfatter	Værker i Mindeudgave 6	1857	1912
richardt03_workid56326	 Christian Richardt	Gubben i skoven.	SAMLEDE DIGTE. TREDJE DEEL.	1831	1892
michs_05_workid56960	 Sophus Michaëlis	Pompei	LIVETS FEST	1865	1932
michs_01_workid61489	 Sophus Michaëlis	Arv	DIGTE	1865	1932
bang05val_workid54189	 Herman Bang	Tine	Værker i Mindeudgave 5	1857	1912
munp2_workid67936	 Gustaf Munch-Petersen	End dog/ her broberg/ jeg kand ey	samlede skrifter II	1912	1938
plough01_workid86257	 Carl Ploug	Den hygiejniske congres. (juli 1858)	SAMLEDE DIGTE	1813	1894
grundtvig11val_workid133954	 N.F.S. Grundtvig	I dødens baand vor frelser laae	SAMLET UDGAVE	1783	1872
hertz09_lev_workid60836	 Henrik Hertz	En drøm	Digte fra forskjellige Perioder	1798	1870
blich07_workid91517	 Steen Steensen Blicher	Tale paa himmelbjerget den 1ste i høstmaaneden aar 1839	Udvalgte Værker	1782	1848
bording01val_workid101374	 Anders Bording	Om ennius med nogen skjel	Digte	1619	1677
blich06_workid84607	 Steen Steensen Blicher	Solsorten	Udvalgte Værker	1782	1848
oehl01val_workid68553	 Adam Oehlenschläger	Munter og tidlig til krigernes skare	POETISKE SKRIFTER I	1779	1850
lyschander_workid56181	 Claus Christoffersen Lyschander	Carmen elegiacum	Digtning	1558	1623
aakjaer02val_workid94374	 Jeppe Aakjær	Mand og kvinde. (alexander petøfi.)	SAMLEDE VÆRKER II	1866	1930
munp2_workid67554	 Gustaf Munch-Petersen	Porträtt	samlede skrifter II	1912	1938
wintherchr01val_workid94985	 Christian Winther	Her hjemme i min stue	Poetiske Skrifter 1	1796	1876
holberg14val_workid104431	 Ludvig Holberg	Den stundesløse (dk)	Seks komedier	1684	1754
aare01val_workid69641	 Emil Aarestrup	Sonetter. -	Samlede Skrifter I	1800	1856
claussen09val_workid75461	 Sophus Claussen	Enthusiasme (dk)	Lyrik VII	1865	1931
aakjaer01val_workid66198	 Jeppe Aakjær	Om zeus steg ned -	SAMLEDE VÆRKER I	1866	1930
aare02val_workid60818	 Emil Aarestrup	Grundtvig.	Samlede Skrifter II	1800	1856
holberg08_workid56170	 Ludvig Holberg	Af heltinde-historier	Værker i tolv bind, VIII	1684	1754
claussen11val_workid62816	 Sophus Claussen	Nogle nytaarsrim til horsens demokrati	Lyrik IX:1	1865	1931
staffeldt01val_workid86542	 Schack von Staffeldt	Viii. indskrift paa en eeg	Samlede digte	1769	1826
munp1_workid61789	 Gustaf Munch-Petersen	En lykkelig dag	samlede skrifter I	1912	1938
aare01val_workid74406	 Emil Aarestrup	I en botanikers stambog.	Samlede Skrifter I	1800	1856
bording01val_workid124644	 Anders Bording	Jeg kand ikke tie her	Digte	1619	1677
claussen07val_workid64779	 Sophus Claussen	Lurtoner	Lyrik V	1865	1931
aarestrup06_workid54187	 Emil Aarestrup	Rimbrev til sophie hansen	Samlede Skrifter, VI	1800	1856
holb11val_workid68225	 Ludvig Holberg	Epistola 452	"Værker i tolv bind, XI<lb xml:id=""idm140209967157744""/> EPISTLER"	1684	1754
grundtvig11val_workid104788	 N.F.S. Grundtvig	Herrens dag, paa aandens sprog	SAMLET UDGAVE	1783	1872
aakjaer01val_workid72924	 Jeppe Aakjær	Foraar i roskilde	SAMLEDE VÆRKER I	1866	1930
claussen11val_workid59668	 Sophus Claussen	Den gamle morskab - - -	Lyrik IX:1	1865	1931
